expression,mot_clef,literal_keyword_category,label_principal,labels_secondaires,label_main,label_final,labels,alimentation,apparence,autre,capacité,cognition,comportement,désir,langage,morale,problème,quantité_valeur,social,temps_espace,émotion,état_physique
avoir une coquetterie dans l’œil,œil,partie du corps,particularité physique,charme; strabisme,particularité physique,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
c’est de la poudre aux yeux,yeux,partie du corps,illusion,tromperie; apparence,illusion,cognition,"['apparence', 'autre', 'cognition']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
coûter les yeux de la tête,yeux,partie du corps,prix excessif,dépense; luxe,prix excessif,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
crever les yeux,yeux,partie du corps,évidence,clarté; visibilité,évidence,évidence,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
des yeux de merlan frit,yeux,partie du corps,regard ridicule,stupidité; étonnement,regard ridicule,apparence,"['apparence', 'autre', 'cognition']",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
des yeux en boules de loto,yeux,partie du corps,surprise,étonnement; stupeur,surprise,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
du coin de l’œil,œil,partie du corps,observation discrète,surveillance; attention,observation discrète,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
en un clin d’œil,œil,partie du corps,rapidité,instantanéité; vitesse,rapidité,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
faire de l’œil,œil,partie du corps,séduction,flirt; attirance,séduction,séduction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire les gros yeux à quelqu’un,yeux,partie du corps,menace,réprimande; intimidation,menace,problème,"['autre', 'langage', 'problème']",0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
faire les yeux doux à,yeux,partie du corps,séduction,tendresse; flatterie,séduction,séduction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire quelque chose à l’œil,œil,partie du corps,gratuité,service; informalité,gratuité,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
jeter un coup d’œil,œil,partie du corps,observation rapide,regard; vérification,observation rapide,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
les écailles lui tombent des yeux,yeux,partie du corps,prise de conscience,révélation; compréhension,prise de conscience,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
les yeux fermés,yeux,partie du corps,confiance,habitude; certitude,confiance,confiance,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
l’œil aux aguets,œil,partie du corps,vigilance,surveillance; attention,vigilance,vigilance,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
manger des yeux,yeux,partie du corps,désir,admiration; convoitise,désir,désir,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
mon œil,œil,partie du corps,incrédulité,moquerie; refus,incrédulité,cognition,"['autre', 'cognition', 'comportement']",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
mener quelqu’un au doigt et à l’œil,œil,partie du corps,contrôle,obéissance; domination,contrôle,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ne dormir que d’un œil,œil,partie du corps,vigilance,inquiétude; sommeil léger,vigilance,vigilance,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ne pas avoir froid aux yeux,yeux,partie du corps,courage,audace; témérité,courage,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
ne pas avoir les yeux dans sa poche,yeux,partie du corps,observation,curiosité; attention,observation,cognition,"['cognition', 'désir']",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ne pas avoir les yeux en face des trous,yeux,partie du corps,confusion,fatigue; maladresse,confusion,cognition,"['capacité', 'cognition', 'état_physique']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
ne pas en croire ses yeux,yeux,partie du corps,surprise,incrédulité; étonnement,surprise,émotion,"['autre', 'cognition', 'émotion']",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
ne pas fermer l’œil,œil,partie du corps,insomnie,inquiétude; nervosité,insomnie,insomnie,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ne plus avoir que ses yeux pour pleurer,yeux,partie du corps,perte,désespoir; ruine,perte,problème,"['autre', 'problème', 'émotion']",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ouvrir les yeux à quelqu’un sur quelque chose,yeux,partie du corps,prise de conscience,révélation; compréhension,prise de conscience,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
pour les beaux yeux de,yeux,partie du corps,affection,séduction; motivation,affection,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
regarder d’un œil noir,œil,partie du corps,hostilité,colère; mécontentement,hostilité,hostilité,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
regarder d’un œil critique,œil,partie du corps,jugement,analyse; évaluation,jugement,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
se rincer l’œil,œil,partie du corps,plaisir visuel,curiosité; désir,plaisir visuel,plaisir visuel,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
sortir par les yeux,yeux,partie du corps,exaspération,saturation; rejet,exaspération,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
taper dans l’œil,œil,partie du corps,attraction,séduction; admiration,attraction,attraction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tenir quelque chose comme à la prunelle de ses yeux,yeux,partie du corps,protection,attachement; valeur,protection,protection,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
tourner de l’œil,œil,partie du corps,malaise,perte de connaissance; faiblesse,malaise,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
un œil au beurre noir,œil,partie du corps,blessure,violence; hématome,blessure,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
valoir le coup d’œil,œil,partie du corps,intérêt,beauté; curiosité,intérêt,désir,"['apparence', 'désir']",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
voir à l’œil nu,œil,partie du corps,perception directe,visibilité; observation,perception directe,perception directe,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
les orteils en éventail,orteils,partie du corps,détente,oisiveté; confort,détente,détente,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
être un squelette ambulant,os,partie du corps,maigreur extrême,faiblesse; maladie,maigreur extrême,apparence,"['apparence', 'autre', 'état_physique']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
être un tas d’os,os,partie du corps,maigreur,faiblesse; apparence,maigreur,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
l’avoir dans l’os,os,partie du corps,échec/tromperie,frustration; perte,échec,problème,"['problème', 'émotion']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
tomber sur un os,os,partie du corps,obstacle,difficulté; problème,obstacle,problème,['problème'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
à fleur de peau,peau,partie du corps,hypersensibilité,émotion; nervosité,hypersensibilité,hypersensibilité,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
avoir la peau de quelqu’un,peau,partie du corps,destruction,hostilité; vengeance,destruction,destruction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir la peau dure,peau,partie du corps,résistance,endurance; robustesse,résistance,comportement,"['autre', 'capacité', 'comportement']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
avoir les nerfs à fleur de peau,peau,partie du corps,hypersensibilité nerveuse,stress; irritabilité,hypersensibilité nerveuse,hypersensibilité nerveuse,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
avoir quelqu’un dans la peau,peau,partie du corps,attachement amoureux,obsession; passion,attachement amoureux,émotion,"['autre', 'désir', 'émotion']",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
coûter la peau des fesses,peau,partie du corps,prix excessif,dépense; coût,prix excessif,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
changer de peau,peau,partie du corps,transformation,renouveau; évolution,transformation,transformation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être bien dans sa peau,peau,partie du corps,bien-être,confiance en soi; équilibre,bien-être,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
être mal dans sa peau,peau,partie du corps,mal-être,inconfort; anxiété,mal-être,mal-être,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
faire la peau à quelqu’un,peau,partie du corps,destruction,violence; élimination,destruction,destruction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire peau neuve,peau,partie du corps,renouveau,transformation; modernisation,renouveau,renouveau,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
n’avoir que la peau et les os,peau,partie du corps,maigreur extrême,faiblesse; maladie,maigreur extrême,apparence,"['apparence', 'autre', 'état_physique']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
se mettre dans la peau de quelqu’un,peau,partie du corps,empathie,identification; compréhension,empathie,empathie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une vieille peau,peau,partie du corps,insulte,vieillesse; méchanceté,insulte,langage,"['autre', 'langage', 'morale']",0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
une culotte de peau,peau,partie du corps,vêtement,tradition; habillement,vêtement,vêtement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une peau de vache,peau,partie du corps,méchanceté,dureté; agressivité,méchanceté,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
attendre quelqu’un de pied ferme,pied,partie du corps,préparation,détermination; confrontation,préparation,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
avoir bon pied bon œil,pied,partie du corps,bonne forme,vitalité; santé,bonne forme,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
avoir un pied dans la tombe,pied,partie du corps,proximité de la mort,vieillesse; maladie,proximité de la mort,proximité de la mort,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ça ne se trouve pas sous le pied d’un cheval,pied,partie du corps,rareté,difficulté; exception,rareté,rareté,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
casser les pieds à quelqu’un,pieds,partie du corps,agacement,importunité; irritation,agacement,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
conduire le pied au plancher,pied,partie du corps,vitesse,conduite; excès,vitesse,temps_espace,"['autre', 'quantité_valeur', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
couper l’herbe sous les pieds,pieds,partie du corps,prise d’avantage,surprise; concurrence,prise d’avantage,prise d’avantage,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
faire du pied à quelqu’un,pied,partie du corps,séduction,flirt; contact discret,séduction,séduction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire les pieds à quelqu’un,pieds,partie du corps,vengeance,punition; correction,vengeance,vengeance,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire quelque chose comme un pied,pied,partie du corps,maladresse,négligence; mauvaise qualité,maladresse,capacité,"['autre', 'capacité', 'comportement']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
faire quelque chose au pied levé,pied,partie du corps,improvisation,spontanéité; rapidité,improvisation,comportement,"['autre', 'comportement', 'temps_espace']",0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
faire un appel du pied à quelqu’un,pied,partie du corps,suggestion implicite,séduction; invitation,suggestion implicite,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
d’arrache-pied,pied,partie du corps,travail intense,effort; persévérance,travail intense,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
de pied ferme,pied,partie du corps,détermination,stabilité; résistance,détermination,détermination,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
donner un coup de pied dans la fourmilière,pied,partie du corps,bouleversement,provocation; changement,bouleversement,bouleversement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être sur le pied de guerre,pied,partie du corps,préparation,vigilance; mobilisation,préparation,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
être pieds et poings liés,pieds,partie du corps,impuissance,contrainte; dépendance,impuissance,impuissance,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être sur pied,pied,partie du corps,rétablissement,activité; préparation,rétablissement,état_physique,"['autre', 'comportement', 'état_physique']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
lever le pied,pied,partie du corps,ralentissement,prudence; repos,ralentissement,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
mettre à pied,pied,partie du corps,sanction,exclusion; travail,sanction,sanction,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
mettre au pied du mur,pied,partie du corps,contrainte,obligation; décision,contrainte,contrainte,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mettre le pied à l’étrier à quelqu’un,pied,partie du corps,aide,début; soutien,aide,aide,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
mettre les pieds dans le plat,pieds,partie du corps,indiscrétion,maladresse; franchise,indiscrétion,indiscrétion,"['autre', 'capacité', 'langage']",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
mettre sur pied,pied,partie du corps,organisation,création; préparation,organisation,organisation,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
ne pas avoir deux pieds dans le même sabot,pieds,partie du corps,rapidité,dynamisme; efficacité,rapidité,temps_espace,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ne pas avoir le pied marin,pied,partie du corps,mal de mer,inconfort; navigation,mal de mer,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ne pas savoir sur quel pied danser,pied,partie du corps,hésitation,incertitude; confusion,hésitation,hésitation,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
partir les pieds devant,pieds,partie du corps,mort,funérailles; disparition,mort,mort,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
prendre au pied de la lettre,pied,partie du corps,interprétation littérale,compréhension; rigidité,interprétation littérale,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
prendre le contre-pied,pied,partie du corps,opposition,contradiction; stratégie,opposition,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
retomber sur ses pieds,pieds,partie du corps,récupération,adaptation; débrouillardise,récupération,récupération,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
se lever du pied gauche,pied,partie du corps,mauvaise humeur,malchance; irritabilité,mauvaise humeur,mauvaise humeur,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
trouver chaussure à son pied,pied,partie du corps,compatibilité,union; satisfaction,compatibilité,compatibilité,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
tirer une épine du pied de quelqu’un,pied,partie du corps,soulagement,aide; libération,soulagement,soulagement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
un colosse aux pieds d’argile,pieds,partie du corps,faiblesse cachée,instabilité; vulnérabilité,faiblesse cachée,faiblesse cachée,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
à un poil près,poil,partie du corps,précision approximative,proximité; détail,précision approximative,précision approximative,"['autre', 'temps_espace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
avoir un poil dans la main,poil,partie du corps,paresse,inactivité; négligence,paresse,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
caresser quelqu’un dans le sens du poil,poil,partie du corps,flatterie,manipulation; complaisance,flatterie,flatterie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être de bon poil,poil,partie du corps,bonne humeur,joie; détente,bonne humeur,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
être de mauvais poil,poil,partie du corps,mauvaise humeur,irritation; agressivité,mauvaise humeur,mauvaise humeur,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ne plus avoir un poil sur le caillou,poil,partie du corps,calvitie,vieillesse; apparence,calvitie,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
reprendre du poil de la bête,poil,partie du corps,rétablissement,reprise; énergie,rétablissement,état_physique,"['autre', 'état_physique']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
se mettre à poil,poil,partie du corps,nudité,intimité; exposition,nudité,nudité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
donner un coup de pouce à quelqu’un,pouce,partie du corps,aide,soutien; assistance,aide,aide,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
manger sur le pouce,pouce,partie du corps,repas rapide,précipitation; travail,repas rapide,alimentation,"['alimentation', 'autre', 'comportement']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
se tourner les pouces,pouces,partie du corps,oisiveté,inactivité; ennui,oisiveté,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
avoir les reins solides,reins,partie du corps,puissance,richesse; résistance,puissance,puissance,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
casser les reins de,reins,partie du corps,destruction,ruine; affaiblissement,destruction,destruction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
une taille de guêpe,taille,partie du corps,silhouette mince,élégance; beauté,silhouette mince,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir quelque chose dans le sang,sang,partie du corps,prédisposition naturelle,habitude; talent,prédisposition naturelle,prédisposition naturelle,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
avoir du sang bleu,sang,partie du corps,noblesse,aristocratie; prestige,noblesse,noblesse,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
glacer le sang à quelqu’un,sang,partie du corps,peur,horreur; angoisse,peur,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
mettre à feu et à sang,sang,partie du corps,destruction,violence; guerre,destruction,destruction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
se faire du mauvais sang,sang,partie du corps,inquiétude,stress; anxiété,inquiétude,émotion,['émotion'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
se ronger les sangs,sang,partie du corps,anxiété,inquiétude; souffrance,anxiété,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
avoir les sourcils en bataille,sourcils,partie du corps,apparence négligée,désordre; fatigue,apparence négligée,apparence,"['apparence', 'autre', 'état_physique']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
talon d’Achille,talon,partie du corps,point faible,vulnérabilité; faiblesse,point faible,point faible,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tourner les talons,talons,partie du corps,départ,retrait; abandon,départ,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
attaquer bille en tête,tête,partie du corps,action directe,impulsivité; détermination,action directe,comportement,"['autre', 'comportement']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
avoir du plomb dans la cervelle,cervelle,partie du corps,sagesse,maturité; bon sens,sagesse,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
avoir la grosse tête,tête,partie du corps,orgueil,prétention; vanité,orgueil,morale,"['autre', 'morale']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
avoir la tête comme une passoire,tête,partie du corps,oubli,distraction; fatigue,oubli,cognition,"['autre', 'cognition', 'état_physique']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
avoir la tête de l’emploi,tête,partie du corps,apparence adaptée,crédibilité; conformité,apparence adaptée,apparence,"['apparence', 'autre']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
avoir la tête près du bonnet,tête,partie du corps,susceptibilité,colère; irritabilité,susceptibilité,susceptibilité,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
avoir la tête sur les épaules,tête,partie du corps,bon sens,maturité; stabilité,bon sens,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
avoir ses têtes,têtes,partie du corps,préférence,parti pris; affinité,préférence,désir,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
avoir toute sa tête,tête,partie du corps,lucidité,santé mentale; raison,lucidité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
avoir un petit pois dans la tête,tête,partie du corps,stupidité,naïveté; manque d’intelligence,stupidité,cognition,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
avoir un petit vélo dans la tête,tête,partie du corps,obsession,excentricité; agitation mentale,obsession,désir,"['autre', 'désir']",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
faire une tête d’enterrement,tête,partie du corps,tristesse,mine sombre; dépression,tristesse,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
baisser la tête,tête,partie du corps,soumission,honte; résignation,soumission,social,"['autre', 'social', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
bourrer le crâne de quelqu’un,crâne,partie du corps,endoctrinement,influence; manipulation,endoctrinement,endoctrinement,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
casser la tête à quelqu’un,tête,partie du corps,agacement,importunité; irritation,agacement,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
coûter les yeux de la tête,tête,partie du corps,prix excessif,dépense; coût,prix excessif,quantité_valeur,"['autre', 'quantité_valeur']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
chercher des poux dans la tête de quelqu’un,tête,partie du corps,provocation,dispute; critique,provocation,provocation,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
enfoncer quelque chose dans la tête de quelqu’un,tête,partie du corps,insistance,apprentissage; répétition,insistance,insistance,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
être tombé sur la tête,tête,partie du corps,folie,absurdité; comportement étrange,folie,folie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire la tête,tête,partie du corps,mécontentement,bouderie; colère,mécontentement,émotion,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
faire quelque chose à la tête du client,tête,partie du corps,discrimination,arbitraire; favoritisme,discrimination,social,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
faire quelque chose sur un coup de tête,tête,partie du corps,impulsivité,spontanéité; précipitation,impulsivité,impulsivité,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
faire sa mauvaise tête,tête,partie du corps,entêtement,opposition; mauvaise humeur,entêtement,entêtement,"['autre', 'social']",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
faire tourner la tête de quelqu’un,tête,partie du corps,séduction,trouble; fascination,séduction,séduction,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
foncer tête baissée,tête,partie du corps,impulsivité,précipitation; risque,impulsivité,impulsivité,"['autre', 'problème']",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
garder la tête froide,tête,partie du corps,sang-froid,calme; maîtrise,sang-froid,sang-froid,"['autre', 'capacité']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
la tête à l’envers,tête,partie du corps,confusion,désordre; fatigue,confusion,cognition,"['autre', 'cognition', 'état_physique']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
la tête sur le billot,tête,partie du corps,danger,risque; menace,danger,problème,['problème'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
manger la soupe sur la tête de quelqu’un,tête,partie du corps,différence de taille,domination; croissance,différence de taille,différence de taille,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mettre la tête au carré à quelqu’un,tête,partie du corps,réprimande,violence; correction,réprimande,langage,"['autre', 'langage']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
monter à la tête,tête,partie du corps,griserie,orgueil; effet psychologique,griserie,alimentation,"['alimentation', 'autre', 'morale']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
n’en faire qu’à sa tête,tête,partie du corps,indépendance,entêtement; désobéissance,indépendance,indépendance,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ne plus savoir où donner de la tête,tête,partie du corps,surcharge,confusion; débordement,surcharge,surcharge,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
par tête de pipe,tête,partie du corps,comptage,personne; quantité,comptage,comptage,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
perdre la tête,tête,partie du corps,folie,panique; perte de contrôle,folie,folie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
piquer une tête,tête,partie du corps,plongeon,baignade; détente,plongeon,plongeon,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sans queue ni tête,tête,partie du corps,absurdité,incohérence; désordre,absurdité,autre,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
se creuser la tête,tête,partie du corps,réflexion intense,effort intellectuel; recherche,réflexion intense,réflexion intense,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
se jeter à la tête de,tête,partie du corps,offre excessive,précipitation; désespoir,offre excessive,offre excessive,"['autre', 'émotion']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
se payer la tête de quelqu’un,tête,partie du corps,moquerie,irrespect; ironie,moquerie,moquerie,['autre'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
se mettre martel en tête,tête,partie du corps,inquiétude,obsession; anxiété,inquiétude,émotion,"['désir', 'émotion']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
se monter la tête,tête,partie du corps,excitation,illusion; imagination,excitation,excitation,"['autre', 'cognition']",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
se prendre la tête,tête,partie du corps,complication,stress; conflit,complication,problème,"['problème', 'social', 'émotion']",0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
se taper la tête contre les murs,tête,partie du corps,désespoir,frustration; colère,désespoir,émotion,['émotion'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
