chengyu,mot_clef,literal_keyword_category,label_principal,labels_secondaires,label_final,labels,人生,冲动,分类,品格,外貌,态度,恐惧,情感,状态,社会,积累,能力,行为,言语,认知,评价,身体,道德
人中骐骥,骐骥,动物,能力/评价,杰出;优秀;稀有人才,能力,['能力'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
戎马倥偬,马,动物,社会/职业状态,军旅生活;忙碌;战争经历,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
塞翁失马,马,动物,认知/哲理,祸福转化;不确定性;辩证思维,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
驷马高车,马,动物,社会/地位评价,显赫;地位高;排场大,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
驷马难追,马,动物,言语/表达,不可收回;承诺;责任,言语,['言语'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
束兵秣马,马,动物,行为/准备,备战;准备;行动前状态,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
天马行空,马,动物,认知/思维方式,自由;想象力;不受限制,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
童牛角马,牛;马,动物,认知/分类,矛盾;不合理;荒谬,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
脱缰之马,马,动物,行为/状态,失控;无法约束;放纵,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
万马奔腾,马,动物,状态/动态表现,气势;发展迅速;规模宏大,状态,['状态'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
万马齐喑,马,动物,社会/状态,压抑;沉默;缺乏表达,社会,"['社会', '言语']",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
下马看花,马,动物,认知/方法,深入调查;仔细观察;分析,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
鲜车怒马,车;马,动物,社会/生活状态,奢华;富裕;排场,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
悬崖勒马,马,动物,行为/决策,及时停止;避免危险;自我控制,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
野马无缰,马,动物,行为/状态,失控;放纵;无约束,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
一马当先,马,动物,行为/行动方式,领先;带头;主动,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
一马平川,马,动物,空间/地理概念,平坦;开阔;无障碍,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
仗马寒蝉,马;蝉,动物,行为/状态,沉默;不发声;畏惧,行为,"['行为', '言语']",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
走马上任,马,动物,社会/职业行为,就职;上任;履职,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
白云苍狗,狗,动物,时间/变化,变化无常;不稳定;短暂,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
打落水狗,狗,动物,行为/社会行为,追击;压制;落井下石,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
吠影吠声,狗,动物,认知/行为,盲从;缺乏判断;附和,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
狗盗鸡鸣,狗;鸡,动物,道德/行为评价,卑鄙;偷窃;暗中行动,道德,['道德'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
狗胆包天,狗,动物,行为/性格,大胆;鲁莽;无所顾忌,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
狗恶酒酸,狗,动物,社会/环境影响,威慑;负面影响;环境恶劣,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
狗吠非主,狗,动物,社会/关系行为,忠诚;立场;维护所属,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
狗急跳墙,狗,动物,行为/状态,绝境反抗;极端行为;绝望,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
狗拿耗子,狗;鼠,动物,行为/社会行为,越权;多管闲事;干涉,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
狗屁不通,狗,动物,评价/认知,无意义;荒谬;低质量,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
狗皮膏药,狗,动物,评价/社会行为,欺骗;虚假;无效,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
狗头军师,狗,动物,能力/评价,无能;错误建议;低水平,能力,['能力'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
狗尾续貂,狗,动物,评价/作品结构,多余;质量下降;不协调,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
狗血喷头,狗,动物,言语/行为,辱骂;攻击;强烈批评,言语,['言语'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
狗仗人势,狗,动物,社会/权力行为,依附;欺压;仗势欺人,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
狗彘不如,狗;彘,动物,道德/评价,卑劣;低下;不道德,道德,['道德'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
关门打狗,狗,动物,行为/策略,围堵;消灭;不给退路,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
狂犬吠日,犬,动物,评价/认知,狂妄;无知;不自量力,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
犬马齿索,犬;马,动物,人生/状态,衰老;年老;体力下降,人生,['人生'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
犬马之齿,犬;马,动物,人生/状态,年龄;衰老;自谦表达,人生,['人生'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
犬马之劳,犬;马,动物,社会/关系行为,服务;忠诚;自谦,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
犬马之年,犬;马,动物,人生/身份表达,年龄;自谦;礼貌表达,人生,['人生'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
犬马之心,犬;马,动物,情感/品格,忠诚;奉献;真诚,情感,['情感'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
犬牙交错,犬牙,动物/身体部位,空间/结构,交错;复杂;不规则,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
犬牙鹰爪,犬;鹰,动物,社会/角色评价,爪牙;帮凶;工具人,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
犬牙相临,犬牙,动物/身体部位,空间/结构,接壤;交错;边界复杂,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
丧家之犬,犬,动物,社会/状态,失势;无依无靠;被抛弃,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
声色狗马,狗;马,动物,社会/生活方式,享乐;放纵;娱乐生活,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
蜀犬吠日,犬,动物,认知/判断,见识浅薄;少见多怪;误判,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
陶犬瓦鸡,犬;鸡,动物,评价/价值,无用;低价值;装饰性,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
蝉不知雪,蝉,动物,认知/局限性,见识短浅;认知局限;经验不足,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
蝉腹龟肠,蝉;龟,动物,状态/身体状态,饥饿;空虚;匮乏,状态,['状态'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
金蝉脱壳,蝉,动物,行为/策略,逃脱;转移;脱身,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
噤若寒蝉,蝉,动物,行为/状态,沉默;恐惧;不敢发声,行为,"['恐惧', '行为', '言语']",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
蛙鸣蝉噪,蛙;蝉,动物,感知/评价,嘈杂;扰人;低质量声音,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
封豕长蛇,豕;蛇,动物,道德/品格,贪婪;残暴;恶劣,道德,['道德'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
牧猪奴戏,猪,动物,行为/人生评价,沉迷;不务正业;堕落,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
杀彘教子,彘,动物,行为/教育,以身作则;诚信;教育方式,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
信及豚鱼,豚;鱼,动物,社会/评价,信誉;信任;声誉,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
猪狗不如,猪;狗,动物,道德/评价,卑劣;低下;不道德,道德,['道德'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
呆若木鸡,鸡,动物,状态/心理状态,呆滞;惊恐;失神,状态,['状态'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
缚鸡之力,鸡,动物,能力/身体能力,虚弱;无力;体力不足,能力,['能力'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
鸡虫得失,鸡;虫,动物,评价/价值,琐碎;微不足道;无关紧要,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
鸡飞蛋打,鸡,动物,结果/状态,失败;损失;两败俱失,状态,['状态'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
鸡飞狗走,鸡;狗,动物,状态/群体状态,混乱;慌乱;失序,状态,['状态'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
鸡口牛后,鸡;牛,动物,社会/选择策略,宁为首;不为从;优先选择地位,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
鸡零狗碎,鸡;狗,动物,评价/集合特征,零碎;杂乱;琐事,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
鸡毛蒜皮,鸡,动物,评价/价值,微小;琐碎;无关紧要,评价,['评价'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
鸡鸣而起,鸡,动物,行为/生活方式,勤奋;早起;自律,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
鸡鸣狗吠,鸡;狗,动物,社会/环境状态,生活气息;乡村景象;日常声音,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
鸡犬不惊,鸡;犬,动物,行为/社会行为,纪律严明;无扰民;秩序良好,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
鸡犬不留,鸡;犬,动物,行为/结果,彻底毁灭;残酷;无遗留,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
鸡犬不宁,鸡;犬,动物,状态/社会状态,混乱;不安;骚动,状态,['状态'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
鸡犬飞天,鸡;犬,动物,社会/权力现象,裙带关系;利益输送;攀附,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
鸡鹜相争,鸡;鹜,动物,行为/竞争,争夺;利益冲突;小规模竞争,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
嫁鸡随鸡,鸡,动物,社会/性别角色,依附;婚姻角色;命运绑定,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
见卵求鸡,卵;鸡,动物,认知/推理,过早推断;不切实际;乐观预期,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
金鸡报晓,鸡,动物,时间/自然现象,黎明;时间提示;日常节律,认知,['认知'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
金鸡独立,鸡,动物,身体/动作状态,平衡;姿势;技巧,身体,['身体'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
鸡胸龟背,鸡;龟,动物,外貌/评价,畸形;丑陋;体态异常,外貌,['外貌'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
牝鸡司晨,鸡,动物,社会/性别角色,权力颠倒;女性主导;越权,社会,['社会'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
杀鸡儆猴,鸡;猴,动物,行为/策略,威慑;示范;惩罚他人以警告群体,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
杀鸡取卵,鸡,动物,行为/经济决策,短视;过度索取;不可持续,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
偷鸡盗狗,鸡;狗,动物,行为/道德评价,偷窃;不正当行为;轻微犯罪,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
闻鸡起舞,鸡,动物,行为/生活方式,勤奋;自律;积极进取,行为,['行为'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
小肚鸡肠,鸡,动物,性格/心理特征,狭隘;计较;敏感,情感,['情感'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
指鸡骂狗,鸡;狗,动物,言语/表达策略,含沙射影;间接攻击;隐喻批评,言语,['言语'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
